name;unique_code;
Сырье;91836feec9094465b91285e75d1d55d7;
Заморозка;9679565930234b2bab499fed688ce3a9;
group;name;range;unique_code;
91836feec9094465b91285e75d1d55d7;Пшеничная мука;1cdee2d40f4d480682a49d443bb3d3cf;f6bbdb7a2a6243bc99c55fafd21cfdad;
91836feec9094465b91285e75d1d55d7;Сахар;1cdee2d40f4d480682a49d443bb3d3cf;c3e7d017c7444d5ebea55fece5082416;
91836feec9094465b91285e75d1d55d7;Сливочное масло;1cdee2d40f4d480682a49d443bb3d3cf;8008c66242dd4154a6e391e7e9b01ca5;
91836feec9094465b91285e75d1d55d7;Яйцо;c2138063c7064871a4b2c7425e486fe8;339c5627e3824c7484bd9164a0c9fd56;
91836feec9094465b91285e75d1d55d7;Ванилин;1cdee2d40f4d480682a49d443bb3d3cf;c7a0b75aeea2415393158e45e31a87fb;
base;name;unique_code;value;
None;грамм;ba706a68060c4bb9a49645c007515e25;1;
None;миллилитр;59aea310e70442d9b00b3eed9bbb469d;1;
ba706a68060c4bb9a49645c007515e25;кг;1cdee2d40f4d480682a49d443bb3d3cf;1000;
59aea310e70442d9b00b3eed9bbb469d;литр;5ad2950d024f4d5a95a4401b06f7be7a;1000;
None;штука;c2138063c7064871a4b2c7425e486fe8;1;
cooking_period;cooking_portion;ingredients;instructions;name;unique_code;
10;10;[<Src.Models.ingredient.ingredient_model object at 0x0000016056EB82B0>, <Src.Models.ingredient.ingredient_model object at 0x0000016056EB8250>, <Src.Models.ingredient.ingredient_model object at 0x0000016056EB81F0>, <Src.Models.ingredient.ingredient_model object at 0x0000016056EB86A0>, <Src.Models.ingredient.ingredient_model object at 0x0000016056EB8640>];['Подготовьте необходимые продукты. Из данного количества у меня получилось 8 штук диаметром около 10 см.', 'Масло положите в сотейник с толстым дном. Растопите его на маленьком огне на плите, на водяной бане либо в микроволновке.', 'Добавьте в теплое масло сахар. Перемешайте венчиком до полного растворения сахара. От тепла сахар довольно быстро растает.', 'Добавьте в масло яйцо. Предварительно все-таки проверьте масло, не горячее ли оно, иначе яйцо может свариться. Перемешайте яйцо с маслом до однородности.', 'Всыпьте муку, добавьте ванилин.', 'Перемешайте массу венчиком до состояния гладкого однородного теста.', 'Разогрейте вафельницу по инструкции к ней. У меня очень старая, еще советских времен электровафельница. Она может и не очень красивая, но печет замечательно!', 'Пеките вафли несколько минут до золотистого цвета. Осторожно откройте вафельницу, она очень горячая! Снимите вафлю лопаткой. Горячая она очень мягкая, как блинчик.'];Вафли хрустящие в вафельнице;3d20f183bcac408293b819fee1a46250;
